[00:37:43]	Řõšš has connected.
[20:28:06]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:28:14]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:28:20]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_short.mdl'.
[20:28:24]	Мария Волкова has spawned 'models/mark2580/gtav/barstuff/food_sugarjar.mdl'.
[20:29:10]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:29:27]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:29:27]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:29:27]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:29:53]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:30:00]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:30:11]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:30:20]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:30:29]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:30:34]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:31:02]	Мария Волкова has spawned 'models/mark2580/gtav/barstuff/coasterdisp.mdl'.
[20:31:13]	Мария Волкова has spawned 'models/mark2580/gtav/barstuff/coasterdisp.mdl'.
[20:31:28]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[20:31:33]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:31:59]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:32:14]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:32:49]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[20:32:54]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[20:33:23]	ЛЕКАРЬ exited observer at their location.
[20:33:25]	ЛЕКАРЬ entered observer.
[20:33:33]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:33:34]	Мария Волкова has spawned 'models/props/rpd/locker_set.mdl'.
[20:33:53]	Мария Волкова has spawned 'models/props/rpd/metal_cabinet.mdl'.
[20:34:16]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:34:31]	Мария Волкова has spawned 'models/props/interior/farmkitchensink01.mdl'.
[20:34:36]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:34:36]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:34:37]	Мария Волкова has spawned 'models/props/interior/sinkwallmounted01.mdl'.
[20:34:51]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:34:51]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:35:01]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[20:35:04]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[20:35:05]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:35:05]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:35:29]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_short.mdl'.
[20:35:52]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:05]	Мария Волкова has spawned 'models/env/furniture/square_sink/sink_double.mdl'.
[20:36:13]	Мария Волкова has spawned 'models/env/furniture/square_sink/sink_merged_b.mdl'.
[20:36:17]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:17]	ЛЕКАРЬ exited observer at their location.
[20:36:21]	ЛЕКАРЬ entered observer.
[20:36:23]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:29]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:36]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:47]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:36:59]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:37:06]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:37:15]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:37:18]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_short.mdl'.
[20:39:18]	ЛЕКАРЬ exited observer at their location.
[20:39:20]	ЛЕКАРЬ entered observer.
[20:39:22]	ЛЕКАРЬ exited observer at their location.
[20:39:26]	ЛЕКАРЬ entered observer.
[20:39:29]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:39:58]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:40:23]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:40:49]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:41:02]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:41:10]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:41:19]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_short.mdl'.
[20:41:40]	ЛЕКАРЬ exited observer at their location.
[20:41:45]	ЛЕКАРЬ entered observer.
[20:41:54]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:12]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:31]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:44]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:54]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:54]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:42:58]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:43:29]	ЛЕКАРЬ exited observer at their location.
[20:43:37]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:43:42]	ЛЕКАРЬ entered observer.
[20:44:06]	ЛЕКАРЬ exited observer at their location.
[20:44:07]	ЛЕКАРЬ entered observer.
[20:45:38]	[OOC] ЛЕКАРЬ: Вроде везде поставил анти-долбоеб
[20:45:50]	ЛЕКАРЬ has spawned 'models/props_urban/bench001.mdl'.
[20:46:26]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[20:47:17]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:47:42]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:47:45]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:47:57]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:48:04]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:48:07]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:48:15]	Marki has connected.
[20:48:22]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[20:48:27]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:48:31]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:48:48]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:48:51]	Marki loaded the character 'Пидор пидорочек'
[20:49:05]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:49:55]	Пидор пидорочек entered observer.
[20:49:58]	Пидор пидорочек exited observer at their location.
[20:49:59]	Пидор пидорочек entered observer.
[20:50:00]	Пидор пидорочек exited observer at their location.
[20:50:05]	[ME] Пидор пидорочек: срет
[20:50:06]	Пидор пидорочек entered observer.
[20:50:08]	Пидор пидорочек exited observer at their location.
[20:50:10]	Пидор пидорочек entered observer.
[20:50:11]	Пидор пидорочек exited observer at their location.
[20:50:11]	Пидор пидорочек entered observer.
[20:50:11]	Пидор пидорочек exited observer at their location.
[20:50:14]	Пидор пидорочек entered observer.
[20:50:15]	Пидор пидорочек exited observer at their location.
[20:50:16]	Пидор пидорочек entered observer.
[20:50:17]	Пидор пидорочек exited observer at their location.
[20:50:19]	Пидор пидорочек entered observer.
[20:50:59]	ЛЕКАРЬ has spawned 'models/props/de_inferno/tableantique.mdl'.
[20:51:00]	Пидор пидорочек exited observer at their location.
[20:51:01]	ЛЕКАРЬ has spawned 'models/props_urban/outhouse001.mdl'.
[20:51:06]	Пидор пидорочек entered observer.
[20:51:11]	Пидор пидорочек exited observer at their location.
[20:51:13]	Пидор пидорочек entered observer.
[20:51:18]	Пидор пидорочек exited observer at their location.
[20:51:18]	Пидор пидорочек entered observer.
[20:51:19]	Пидор пидорочек exited observer at their location.
[20:51:19]	Пидор пидорочек entered observer.
[20:51:19]	Пидор пидорочек exited observer at their location.
[20:51:19]	Пидор пидорочек entered observer.
[20:51:20]	Пидор пидорочек exited observer at their location.
[20:51:21]	Пидор пидорочек entered observer.
[20:51:21]	Пидор пидорочек exited observer at their location.
[20:51:31]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:51:41]	Пидор пидорочек entered observer.
[20:51:42]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:51:48]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:51:50]	Пидор пидорочек exited observer at their location.
[20:51:53]	Пидор пидорочек entered observer.
[20:51:57]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:52:03]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:52:09]	[OOC] Пидор пидорочек: Зачем столько нахуй биотуалетов
[20:52:18]	ЛЕКАРЬ has spawned 'models/props_c17/handrail04_medium.mdl'.
[20:52:33]	[OOC] ЛЕКАРЬ: Нормальное кол-во, че тебе не нравиться
[20:52:41]	Пидор пидорочек exited observer at their location.
[20:52:42]	Пидор пидорочек entered observer.
[20:52:42]	Пидор пидорочек exited observer at their location.
[20:52:43]	Пидор пидорочек entered observer.
[20:52:44]	Пидор пидорочек exited observer at their location.
[20:52:45]	Пидор пидорочек entered observer.
[20:52:46]	Пидор пидорочек exited observer at their location.
[20:52:47]	Пидор пидорочек entered observer.
[20:52:56]	Пидор пидорочек exited observer at their location.
[20:52:57]	Пидор пидорочек entered observer.
[20:52:59]	Пидор пидорочек exited observer at their location.
[20:53:00]	Пидор пидорочек entered observer.
[20:53:02]	Пидор пидорочек exited observer at their location.
[20:53:05]	Пидор пидорочек entered observer.
[20:53:32]	Пидор пидорочек exited observer at their location.
[20:53:33]	Пидор пидорочек entered observer.
[20:53:36]	Пидор пидорочек exited observer at their location.
[20:53:39]	Пидор пидорочек entered observer.
[20:53:40]	Пидор пидорочек exited observer at their location.
[20:53:41]	Пидор пидорочек entered observer.
[20:53:48]	Пидор пидорочек exited observer at their location.
[20:53:49]	Пидор пидорочек entered observer.
[20:53:51]	Пидор пидорочек exited observer at their location.
[20:53:56]	Пидор пидорочек entered observer.
[20:54:05]	ЛЕКАРЬ has spawned 'models/props_silo/camera.mdl'.
[20:54:07]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[20:54:07]	Пидор пидорочек exited observer at their location.
[20:54:08]	Пидор пидорочек entered observer.
[20:54:15]	Пидор пидорочек exited observer at their location.
[20:54:15]	Пидор пидорочек entered observer.
[20:54:28]	Пидор пидорочек has spawned a 'Entity [4410][ix_vendor]'.
[20:54:30]	Пидор пидорочек used the 'John Doe' vendor.
[20:54:32]	ЛЕКАРЬ exited observer at their location.
[20:54:33]	ЛЕКАРЬ entered observer.
[20:54:38]	ЛЕКАРЬ exited observer at their location.
[20:54:47]	ЛЕКАРЬ entered observer.
[20:54:51]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:54:56]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:55:25]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:55:33]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:55:50]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:56:19]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:56:48]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:57:32]	ЛЕКАРЬ used the 'John Doe' vendor.
[20:58:46]	Beres has connected.
[21:01:03]	Beres loaded the character 'Test Test'
[21:01:07]	Test Test entered observer.
[21:01:08]	Test Test exited observer at their location.
[21:01:08]	Test Test entered observer.
[21:01:09]	Test Test exited observer at their location.
[21:01:09]	Test Test entered observer.
[21:01:09]	Test Test exited observer at their location.
[21:01:10]	Test Test entered observer.
[21:01:10]	Test Test exited observer at their location.
[21:01:15]	Test Test entered observer.
[21:01:23]	Test Test exited observer at their location.
[21:01:24]	Test Test entered observer.
[21:01:26]	Test Test exited observer at their location.
[21:01:28]	Test Test entered observer.
[21:01:29]	Test Test exited observer at their location.
[21:01:32]	Test Test has spawned 'models/props_c17/door01_left.mdl'.
[21:01:49]	Test Test has spawned 'models/props_c17/Lockers001a.mdl'.
[21:02:03]	Test Test has spawned 'models/props_c17/Lockers001a.mdl'.
[21:02:08]	Test Test opened the 'Locker' #113 container.
[21:02:10]	Test Test closed the 'Locker' #113 container.
[21:02:43]	Test Test has spawned 'models/props_office/refrigerator_001_notes.mdl'.
[21:02:53]	Test Test has spawned 'models/props_office/commercial_kitchen_table_003.mdl'.
[21:02:54]	Test Test has spawned 'models/props_office/commercial_kitchen_table_002.mdl'.
[21:03:00]	Test Test entered observer.
[21:03:02]	Test Test has spawned 'models/props_office/commercial_kitchen_table_002.mdl'.
[21:03:05]	Test Test exited observer at their location.
[21:03:28]	Test Test has spawned 'models/props_equipment/surgicaltray_01.mdl'.
[21:03:30]	Test Test has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[21:03:35]	Test Test entered observer.
[21:03:39]	Test Test has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[21:03:45]	Test Test has spawned 'models/props_equipment/surgicaltray_01.mdl'.
[21:03:52]	Test Test exited observer at their location.
[21:03:59]	Test Test has spawned 'models/props_interiors/medicalcabinet02.mdl'.
[21:04:11]	Test Test has spawned 'models/props_interiors/medicalcabinet02.mdl'.
[21:04:11]	Test Test entered observer.
[21:04:35]	Test Test exited observer at their location.
[21:04:38]	Test Test has spawned 'models/props_interiors/medicalcabinet02.mdl'.
[21:04:39]	Test Test entered observer.
[21:05:02]	Test Test exited observer at their location.
[21:05:03]	Test Test entered observer.
[21:05:11]	Test Test exited observer at their location.
[21:05:11]	Test Test entered observer.
[21:05:11]	Test Test exited observer at their location.
[21:05:16]	Test Test entered observer.
[21:05:17]	Test Test exited observer at their location.
[21:05:18]	Test Test entered observer.
[21:05:18]	Test Test exited observer at their location.
[21:05:52]	Test Test has spawned 'models/props/interior/dresser_wardrobe01.mdl'.
[21:06:28]	Test Test has spawned 'models/props_office/file_cabinet_03.mdl'.
[21:06:42]	Test Test has spawned 'models/props_interiors/medicalcabinet02.mdl'.
[21:06:50]	Test Test entered observer.
[21:06:51]	Test Test exited observer at their location.
[21:07:12]	Test Test has spawned 'models/props_office/fire_cabinet.mdl'.
[21:07:19]	Test Test entered observer.
[21:07:20]	Test Test exited observer at their location.
[21:07:20]	Test Test entered observer.
[21:07:37]	[OOC] Пидор пидорочек: Ты блядь гнида, если мой перс так называется это не значит что меня нужно так звать
[21:07:42]	Пидор пидорочек exited observer at their location.
[21:07:44]	Пидор пидорочек entered observer.
[21:07:44]	Пидор пидорочек exited observer at their location.
[21:07:44]	Пидор пидорочек entered observer.
[21:07:45]	Пидор пидорочек exited observer at their location.
[21:07:47]	Пидор пидорочек entered observer.
[21:07:52]	[OOC] Test Test: Не пидор, а гомосексуалист. Мы же толерантное общество.
[21:07:54]	Пидор пидорочек exited observer at their location.
[21:07:56]	Test Test exited observer at their location.
[21:07:57]	Test Test entered observer.
[21:08:04]	Test Test exited observer at their location.
[21:08:08]	[OOC] Пидор пидорочек: соси
[21:08:13]	Пидор пидорочек entered observer.
[21:08:14]	Пидор пидорочек exited observer at their location.
[21:08:15]	Пидор пидорочек entered observer.
[21:08:15]	Пидор пидорочек exited observer at their location.
[21:08:20]	Пидор пидорочек entered observer.
[21:08:20]	Пидор пидорочек exited observer at their location.
[21:08:22]	Test Test has spawned 'models/props_silo/silo_door01_static.mdl'.
[21:08:23]	Test Test has spawned 'models/props_silo/silo_door01_static.mdl'.
[21:08:29]	Test Test has spawned 'models/props_silo/silo_elevator_door.mdl'.
[21:08:33]	Test Test has spawned 'models/props_silo/missile_doors.mdl'.
[21:08:38]	Пидор пидорочек entered observer.
[21:08:47]	Пидор пидорочек exited observer at their location.
[21:08:47]	Пидор пидорочек entered observer.
[21:08:55]	Пидор пидорочек exited observer at their location.
[21:08:56]	Пидор пидорочек entered observer.
[21:09:02]	Пидор пидорочек exited observer at their location.
[21:09:03]	Test Test has spawned 'models/hunter/blocks/cube2x4x05.mdl'.
[21:09:18]	Пидор пидорочек entered observer.
[21:09:18]	Пидор пидорочек exited observer at their location.
[21:09:19]	Пидор пидорочек entered observer.
[21:09:22]	Test Test entered observer.
[21:09:27]	Пидор пидорочек exited observer at their location.
[21:09:28]	Пидор пидорочек entered observer.
[21:09:29]	Пидор пидорочек exited observer at their location.
[21:09:31]	Пидор пидорочек entered observer.
[21:09:31]	Test Test exited observer at their location.
[21:09:31]	Пидор пидорочек exited observer at their location.
[21:09:32]	Пидор пидорочек entered observer.
[21:09:32]	Пидор пидорочек exited observer at their location.
[21:09:34]	Пидор пидорочек entered observer.
[21:09:35]	Пидор пидорочек exited observer at their location.
[21:09:38]	Пидор пидорочек entered observer.
[21:09:40]	Test Test has spawned 'models/hunter/blocks/cube2x4x05.mdl'.
[21:09:49]	Пидор пидорочек exited observer at their location.
[21:10:00]	Test Test has spawned 'models/hunter/blocks/cube2x4x05.mdl'.
[21:10:00]	Test Test has spawned 'models/hunter/blocks/cube2x4x05.mdl'.
[21:10:07]	Пидор пидорочек entered observer.
[21:10:07]	Пидор пидорочек exited observer at their location.
[21:10:11]	Пидор пидорочек has taken 109 damage from worldspawn.
[21:10:11]	worldspawn has killed Пидор пидорочек.
[21:10:14]	Test Test entered observer.
[21:10:27]	Test Test exited observer at their location.
[21:10:55]	Test Test entered observer.
[21:11:12]	Test Test exited observer at their location.
[21:11:52]	Test Test entered observer.
[21:12:01]	Test Test exited observer at their location.
[21:12:01]	Test Test entered observer.
[21:12:02]	Test Test exited observer at their location.
[21:12:13]	Test Test entered observer.
[21:12:14]	Test Test exited observer at their location.
[21:12:17]	Test Test entered observer.
[21:12:26]	Мария Волкова has spawned 'models/props_office/trash_bin_002b.mdl'.
[21:12:31]	Test Test exited observer at their location.
[21:12:45]	Test Test has spawned 'models/props_silo/silo_door01_static.mdl'.
[21:12:45]	Test Test has spawned 'models/props_silo/silo_door01_static.mdl'.
[21:12:49]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[21:12:52]	Test Test entered observer.
[21:12:53]	Test Test exited observer at their location.
[21:12:57]	Test Test has spawned 'models/props_silo/prodcablescornerout.mdl'.
[21:12:59]	Test Test has spawned 'models/props_silo/silo_door01_static.mdl'.
[21:13:06]	Мария Волкова has spawned 'models/props/interior/toilet_residential01a.mdl'.
[21:13:31]	ЛЕКАРЬ exited observer at their location.
[21:13:31]	ЛЕКАРЬ entered observer.
[21:13:36]	Мария Волкова has spawned 'models/hunter/blocks/cube2x3x025.mdl'.
[21:13:51]	[OOC] ЛЕКАРЬ: Не работает администрация. Просил Пидора запермить, он не запермил
[21:14:02]	[OOC] Test Test: Ахуевшие админы, отвечаю.
[21:14:04]	Пидор пидорочек entered observer.
[21:14:07]	ЛЕКАРЬ opened the '' #29 container.
[21:14:09]	ЛЕКАРЬ closed the '' #29 container.
[21:14:11]	ЛЕКАРЬ used the 'Алексей Сидоров' vendor.
[21:14:20]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:27]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:28]	Мария Волкова has spawned 'models/props_c17/handrail04_medium.mdl'.
[21:14:30]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:33]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:35]	Test Test entered observer.
[21:14:36]	Test Test exited observer at their location.
[21:14:47]	Test Test opened the 'Оружейный ящик' #118 container.
[21:14:47]	Test Test closed the 'Оружейный ящик' #118 container.
[21:14:49]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:53]	Test Test opened the 'Оружейный ящик' #119 container.
[21:14:55]	Test Test closed the 'Оружейный ящик' #119 container.
[21:14:56]	Test Test has spawned 'models/props/rpd/metal_cabinet.mdl'.
[21:14:58]	Пидор пидорочек used command '/CharSetName ЛЕКАРЬ Член'.
[21:15:04]	Test Test entered observer.
[21:15:05]	Test Test exited observer at their location.
[21:15:20]	Член exited observer at their location.
[21:15:21]	Член entered observer.
[21:15:21]	Член exited observer at their location.
[21:15:22]	Член entered observer.
[21:15:23]	[OOC] Пидор пидорочек: Член, пожалуйста, называй админов по их никам в стиме.
[21:15:23]	Член exited observer at their location.
[21:15:24]	Член entered observer.
[21:15:24]	Test Test has spawned 'models/props_office/commercial_kitchen_table_003b.mdl'.
[21:15:25]	Член exited observer at their location.
[21:15:26]	Член entered observer.
[21:15:27]	Член exited observer at their location.
[21:15:27]	Пидор пидорочек exited observer at their location.
[21:15:28]	Пидор пидорочек entered observer.
[21:15:29]	Член entered observer.
[21:15:30]	Член exited observer at their location.
[21:15:32]	Член entered observer.
[21:15:33]	Пидор пидорочек exited observer at their location.
[21:15:35]	Пидор пидорочек entered observer.
[21:15:41]	Пидор пидорочек exited observer at their location.
[21:15:43]	Пидор пидорочек entered observer.
[21:15:44]	Пидор пидорочек exited observer at their location.
[21:15:47]	[OOC] Член: Сам не используешь это. Я на время застройки ведь тоже с админ прОвами
[21:15:49]	Пидор пидорочек entered observer.
[21:15:49]	Член exited observer at their location.
[21:15:49]	[OOC] Test Test: Егора можно и пидором, он не обидется.
[21:15:49]	Пидор пидорочек exited observer at their location.
[21:15:50]	Член entered observer.
[21:15:50]	Пидор пидорочек entered observer.
[21:15:51]	Пидор пидорочек exited observer at their location.
[21:15:51]	Член exited observer at their location.
[21:15:52]	Пидор пидорочек entered observer.
[21:15:52]	Член entered observer.
[21:15:53]	Член exited observer at their location.
[21:15:53]	Пидор пидорочек exited observer at their location.
[21:15:55]	Пидор пидорочек entered observer.
[21:15:56]	Пидор пидорочек exited observer at their location.
[21:15:57]	Test Test has spawned 'models/props/cs_italy/it_mkt_table2.mdl'.
[21:15:57]	Пидор пидорочек entered observer.
[21:16:04]	Test Test entered observer.
[21:16:05]	Test Test exited observer at their location.
[21:16:08]	Член entered observer.
[21:16:08]	Член exited observer at their location.
[21:16:08]	[OOC] Пидор пидорочек: Он даже подтвердит это да ?
[21:16:09]	[OOC] Test Test: Наверное.
[21:16:09]	Пидор пидорочек exited observer at their location.
[21:16:09]	Пидор пидорочек entered observer.
[21:16:10]	Пидор пидорочек exited observer at their location.
[21:16:11]	Член entered observer.
[21:16:11]	Член exited observer at their location.
[21:16:13]	Член entered observer.
[21:16:14]	Член exited observer at their location.
[21:16:16]	Член entered observer.
[21:16:16]	Член exited observer at their location.
[21:16:18]	Член entered observer.
[21:16:20]	Член exited observer at their location.
[21:16:21]	Член entered observer.
[21:16:21]	Член exited observer at their location.
[21:16:24]	Член entered observer.
[21:16:30]	Член exited observer at their location.
[21:16:34]	Член entered observer.
[21:16:35]	Пидор пидорочек entered observer.
[21:16:35]	Пидор пидорочек exited observer at their location.
[21:16:35]	Пидор пидорочек entered observer.
[21:16:36]	Пидор пидорочек exited observer at their location.
[21:16:36]	Пидор пидорочек entered observer.
[21:16:37]	Пидор пидорочек exited observer at their location.
[21:16:37]	Пидор пидорочек entered observer.
[21:16:38]	Пидор пидорочек exited observer at their location.
[21:16:39]	Пидор пидорочек entered observer.
[21:16:39]	Пидор пидорочек exited observer at their location.
[21:16:40]	Пидор пидорочек entered observer.
[21:16:40]	Член exited observer at their location.
[21:16:41]	Член entered observer.
[21:16:41]	Пидор пидорочек exited observer at their location.
[21:16:45]	Test Test has spawned 'models/props_electric/control_panel_004.mdl'.
[21:16:54]	Мария Волкова has spawned 'models/props_c17/handrail04_medium.mdl'.
[21:16:56]	Test Test has spawned 'models/props_electric/control_panel_009.mdl'.
[21:17:00]	[OOC] Пидор пидорочек: Я короче ухожу я обиделся да.........................................................................................................................................
[21:17:03]	Test Test has spawned 'models/props_electric/control_panel_005s.mdl'.
[21:17:05]	Test Test has spawned 'models/props_electric/electricalbox_006.mdl'.
[21:17:08]	Test Test has spawned 'models/props_electric/electricalbox_005.mdl'.
[21:17:12]	Член exited observer at their location.
[21:17:12]	Член entered observer.
[21:17:14]	Test Test has spawned 'models/props_electric/control_panel_009.mdl'.
[21:17:18]	Marki (STEAM_0:1:63680115) has disconnected.
[21:17:24]	Test Test has spawned 'models/props_electric/control_panel_010.mdl'.
[21:17:47]	Test Test used command '/CharSetName Член АРЬ"'.
[21:18:01]	Test Test used command '/CharSetName АРЬ КАРЬ"'.
[21:18:16]	[OOC] Test Test: Соболезную, твой ник говно и не хочет выставляться.
[21:18:39]	Test Test used command '/CharSetName КАРЬ Лекарь'.
[21:18:49]	Лекарь exited observer at their location.
[21:18:52]	Лекарь entered observer.
[21:18:54]	Лекарь exited observer at their location.
[21:18:55]	Лекарь entered observer.
[21:18:59]	Лекарь exited observer at their location.
[21:19:00]	Лекарь entered observer.
[21:19:02]	Мария Волкова exited observer at their location.
[21:19:02]	Мария Волкова entered observer.
[21:19:06]	[OOC] Test Test: Думаю трабл был в заглавных. Сейчас попробую еще раз.
[21:19:18]	[OOC] Мария Волкова: Где еще?
[21:19:20]	Test Test used command '/CharSetName Лекарь ЛЕКАРЬ'.
[21:19:22]	Test Test entered observer.
[21:19:27]	ЛЕКАРЬ exited observer at their location.
[21:19:28]	ЛЕКАРЬ entered observer.
[21:19:32]	Test Test exited observer at their location.
[21:19:39]	Test Test has spawned 'models/props_electric/control_panel_005s.mdl'.
[21:19:48]	Test Test has spawned 'models/props_electric/electricalbox_001.mdl'.
[21:19:49]	ЛЕКАРЬ exited observer at their location.
[21:19:50]	ЛЕКАРЬ entered observer.
[21:19:50]	[OOC] Мария Волкова: Да
[21:19:55]	Test Test has spawned 'models/props_electric/electricalbox_004.mdl'.
[21:19:58]	[OOC] Мария Волкова: Да
[21:20:06]	Test Test entered observer.
[21:20:07]	Test Test exited observer at their location.
[21:20:08]	Test Test has spawned 'models/props_electric/electricalbox_001.mdl'.
[21:20:10]	Test Test entered observer.
[21:20:12]	Test Test exited observer at their location.
[21:20:15]	Test Test has spawned 'models/props_electric/control_panel_006.mdl'.
[21:20:16]	Test Test has spawned 'models/props_machinery/road_boom_001_base.mdl'.
[21:20:19]	Test Test entered observer.
[21:20:20]	Test Test exited observer at their location.
[21:20:21]	Test Test entered observer.
[21:20:21]	Test Test exited observer at their location.
[21:20:23]	Test Test has spawned 'models/props_machinery/old_generator1_medium.mdl'.
[21:20:23]	Test Test entered observer.
[21:20:26]	Test Test exited observer at their location.
